sector,Name,symbol,code,year,Current ratio,Quick Ratio,Cash ratio,Operating cash flow ratio,Working capital ratio,Return On Equity (ROE),Net profit margin,Sales turnover ratio,Return On Assets (ROA),EPS,Debt-to-assets ratio,Equity Ratio,Debt to equity ratio,Interest coverage ratio,The Long-Term Debt Coverage Ratio,Total debt to EBITDA ratio,Cash flow to debt ratio,Inventory turnover ratio,Receivables turnover ratio,Asset Turnover Ratio,Working capital turnover ratio,EBITDA,EV/EBITDA,EV / EBIT,EV / Free Cash Flow,EV / Invested Capital,EV / Revenue,P/E Ratio,Price/Book,Dividend Per Share,Altman Z-Score,Piotroski Score,Classification
Basic Material,Centamin,CEE,BM 08,2015,6.65,4.18,3.66,3.4,6.65,0.0381,0.1014,0.3593,0.0364,0.063,0.0436,0.9564,0.0456,657.85,"2,092.98",0.30,3.01,2.74,24.83,0.36,1.65,282.021,3.7,6.3,5.0,0.7,1.7,12.4,0.8,0.02692,29.8,6,2
Basic Material,Centamin,CEE,BM 08,2016,10.79,8.3,7.69,7.05,10.79,0.1409,0.3124,0.4339,0.1679,0.25,0.0377,0.9623,0.0391,392.74,540.51,0.15,6.14,2.82,29.87,0.43,1.35,527.525,4.5,6.7,6.2,1.1,2.4,11.1,1.3,0.05371,35.2,8,2
Basic Material,Centamin,CEE,BM 08,2017,8.3,6.55,5.86,5.49,8.3,0.0713,0.1426,0.4743,0.1441,0.11,0.0508,0.9492,0.0535,85.84,141.17,0.21,4.66,3.49,21.79,0.47,1.51,439.404,6.5,9.6,8.2,1.5,3.3,27.5,1.7,0.06286,27.7,5,2
Basic Material,Centamin,CEE,BM 08,2018,8.87,6.78,5.96,4.71,8.87,0.0582,0.1241,0.4475,0.1132,0.089,0.0454,0.9546,0.0475,37.71,56.63,0.24,3.65,4.11,21.37,0.45,1.62,344.54,4.6,7.2,6.6,1.1,2.2,16.8,1.3,0.06825,29.3,5,2
Basic Material,Centamin,CEE,BM 08,2019,6.75,5.08,4.2,3.76,6.75,0.0677,0.1341,0.4753,0.126,0.099,0.0589,0.9411,0.0626,31.97,47.45,0.29,3.08,3.97,18.80,0.48,1.71,355.898,6.2,11.3,10.1,1.3,2.5,25.4,1.5,0.1039,24.1,8,2
Basic Material,Centamin,CEE,BM 08,2020,6.05,4.41,4.03,6.28,6.05,0.121,0.1882,0.5937,0.2256,0.17,0.0762,0.9238,0.0825,315.35,455.24,0.25,4.26,3.79,66.34,0.59,2.27,547.882,3.8,5.4,5.0,1.3,2.0,13.0,1.5,0.1527,20.6,8,2
Basic Material,Centamin,CEE,BM 08,2021,4.68,3.08,2.58,3.84,4.68,0.0787,0.1385,0.5152,0.108,0.11,0.0939,0.9061,0.1036,-323.21,649.83,0.41,2.32,3.81,25.16,0.52,2.47,407.597,3.2,5.8,8.9,0.9,1.5,11.5,1.0,0.1012,17.0,3,2
Basic Material,Centamin,CEE,BM 08,2022,2.78,1.48,0.99,2.84,2.78,0.054,0.0919,0.5279,0.1143,0.085,0.1019,0.8981,0.1134,-138.32,234.44,0.49,1.92,4.06,26.43,0.53,4.31,421.202,4.6,8.5,34.3,1.1,1.8,20.7,1.1,0.0677,15.5,6,2
Basic Material,Centerra Gold,CG,BM 09,2013,6.93,4.3,2.42,3.41,6.93,0.1069,0.167,0.5596,0.0934,0.71,0.1264,0.8736,0.1447,-55.66,1.94,0.44,2.27,1.50,12.73,0.56,1.12,519.255,1.9,4.1,-54.2,0.6,1.0,-49.1,0.7,0.08,16.5,7,2
Basic Material,Centerra Gold,CG,BM 09,2014,6.97,4.26,2.0,2.5,6.97,-0.0315,-0.0578,0.4686,-0.0271,-0.22,0.1415,0.8585,0.1648,27.28,1.65,0.64,1.63,1.25,12.28,0.47,0.85,419.546,2.7,11.1,11.4,0.6,1.1,16.7,0.9,0.16,15.1,4,2
Basic Material,Centerra Gold,CG,BM 09,2015,5.72,3.59,2.22,2.05,5.72,0.0293,0.0667,0.3757,0.0251,0.24,0.1444,0.8556,0.1687,-41.66,1.76,0.86,1.39,1.15,24.25,0.38,0.81,388.02,1.2,3.8,2.4,0.5,0.8,33.9,0.8,0.16,14.2,6,2
Basic Material,Centerra Gold,CG,BM 09,2016,4.48,2.09,0.71,1.64,4.48,0.0831,0.2,0.2854,0.0571,0.81,0.3128,0.6872,0.4552,-29.42,1.85,2.16,0.45,0.78,19.05,0.29,0.96,516.318,3.6,11.4,-4.8,0.6,1.7,16.0,0.9,0.16,9.0,5,2
Basic Material,Centerra Gold,CG,BM 09,2017,2.83,1.4,1.16,1.4,2.83,0.1035,0.1748,0.4325,0.0756,1.09,0.2694,0.7306,0.3687,-9.69,2.13,1.43,0.67,1.37,20.83,0.43,1.83,655.553,2.9,5.1,3.7,0.7,1.3,8.2,0.8,0.0,9.7,6,2
Basic Material,Centerra Gold,CG,BM 09,2018,3.47,0.95,0.65,0.93,3.47,0.0501,0.0952,0.3995,0.038,0.53,0.2401,0.7599,0.316,-5.44,0.42,2.16,0.32,1.03,23.22,0.4,1.95,429.667,3.7,7.6,-16.1,0.6,1.3,6.4,0.6,0.0,9.6,7,2
Basic Material,Centerra Gold,CG,BM 09,2019,3.81,0.6,0.17,1.36,3.81,-0.0453,-0.068,0.5091,-0.0346,-0.41,0.2353,0.7647,0.3078,12.08,0.75,1.61,0.53,0.90,20.22,0.51,2.00,513.318,5.3,11.8,-68.5,1.1,1.6,-72.1,1.1,0.0,9.9,6,2
Basic Material,Centerra Gold,CG,BM 09,2020,5.32,3.04,2.11,3.61,5.32,0.1657,0.5664,0.23,0.1303,0.07,0.2136,0.7864,0.2717,-6.26,2.75,4.83,1.39,0.75,16.18,0.23,0.65,176.321,21.9,-75.2,18.1,1.2,3.6,-123.8,1.4,0.2,11.0,7,2
Basic Material,Centerra Gold,CG,BM 09,2021,5.59,4.6,4.17,1.82,5.59,-0.1868,-0.4241,0.3363,-0.1426,1.91,0.2365,0.7635,0.3097,194.44,93.96,2.11,0.66,2.29,14.69,0.34,0.86,379.724,4.8,8.3,2.9,0.8,1.6,11.2,1.3,0.28,11.0,5,2
Basic Material,Centerra Gold,CG,BM 09,2022,3.6,2.45,1.94,-0.01,3.6,-0.0427,-0.0908,0.364,-0.0331,-0.39,0.225,0.775,0.2903,-6.08,1.00,2.90,0.0,1.91,10.33,0.36,1.19,245.389,5.7,44.3,131.3,0.6,1.2,-20.0,0.9,0.28,10.2,5,2
Basic Material,China Gold,CGG,BM 10,2013,0.52,0.35,0.3,0.26,0.52,0.0384,0.1819,0.1364,0.0258,0.15,0.3547,0.6453,0.5497,-9.97,2.37,6.84,0.12,3.28,508.67,0.14,-1.76,122.261,9.3,13.7,-3.1,0.7,3.9,14.6,0.7,0.0,5.1,4,2
Basic Material,China Gold,CGG,BM 10,2014,1.08,0.85,0.81,0.0,1.08,0.0271,0.143,0.0922,0.0139,0.12,0.5138,0.4862,1.0568,-5.30,0.01,12.02,0.0,1.12,34.14,0.09,4.81,149.156,11.5,22.0,-4.6,0.5,5.3,22.7,0.5,0.0,4.7,5,2
Basic Material,China Gold,CGG,BM 10,2015,0.98,0.46,0.31,0.18,0.98,-0.0057,-0.0241,0.1223,-0.0025,-0.029,0.4795,0.5205,0.9213,-2.12,0.12,11.92,0.05,1.45,31.50,0.12,-58.35,155.161,10.3,22.3,-9.1,0.6,3.9,23.4,0.4,0.0,4.7,4,2
Basic Material,China Gold,CGG,BM 10,2016,0.58,0.31,0.07,0.1,0.58,-0.0094,-0.0393,0.1141,-0.0042,-0.045,0.5213,0.4787,1.0889,-1.58,0.39,13.58,0.05,1.28,85.50,0.11,-1.00,152.969,15.9,76.6,-6.2,0.6,5.0,-25.7,0.4,0.0,3.7,2,2
Basic Material,China Gold,CGG,BM 10,2017,1.05,0.49,0.37,0.25,1.05,0.0418,0.1533,0.1275,0.0199,0.2,0.5326,0.4674,1.1394,-6.49,0.15,10.17,0.06,1.31,19.94,0.13,19.26,212.586,12.3,31.9,32.1,0.7,4.9,21.5,0.5,0.0,4.6,7,2
Basic Material,China Gold,CGG,BM 10,2018,1.09,0.43,0.32,0.36,1.09,-0.0032,-0.0085,0.1774,-0.0013,-0.017,0.5369,0.4631,1.1594,-0.98,0.56,9.04,0.09,1.63,"1,089.25",0.18,14.52,260.576,7.7,25.8,17.8,0.5,2.7,27.7,0.3,0.0,4.6,5,2
Basic Material,China Gold,CGG,BM 10,2019,0.56,0.26,0.2,0.17,0.56,-0.0226,-0.0499,0.2056,-0.0101,-0.11,0.5463,0.4537,1.2039,-0.36,1.08,10.40,0.09,2.11,746.90,0.21,-1.61,217.975,7.9,220.3,23.6,0.5,2.2,-12.0,0.3,0.0,3.5,4,2
Basic Material,China Gold,CGG,BM 10,2020,1.32,0.65,0.55,0.59,1.32,0.0702,0.1296,0.26,0.0343,0.36,0.5198,0.4802,1.0825,-4.51,0.37,5.10,0.15,2.20,51.43,0.26,6.07,430.713,10.3,19.2,"18,704.7",0.6,2.1,11.1,0.4,0.0,5.1,8,2
Basic Material,China Gold,CGG,BM 10,2021,1.58,0.7,0.61,1.21,1.58,0.1458,0.2351,0.3492,0.0825,0.85,0.4371,0.5629,0.7765,-12.56,1.46,2.83,0.29,2.45,990.51,0.35,5.75,635.348,2.9,5.9,5.1,0.7,1.7,4.0,0.6,0.0,6.2,8,2
Basic Material,China Gold,CGG,BM 10,2022,1.15,0.69,0.67,0.7,1.15,0.117,0.2016,0.3458,0.0706,0.76,0.4042,0.5958,0.6785,-14.29,4.21,2.50,0.35,2.42,"1,098.42",0.35,11.75,699.092,4.8,8.0,5.4,0.9,2.3,9.5,1.1,0.0,6.3,5,2
Basic Material,Dundee Precious Metals,DPM,BM 11,2013,1.91,1.35,0.57,1.17,1.91,0.0299,0.0653,0.3489,0.0133,0.18,0.2392,0.7608,0.3145,-4.61,3.58,1.95,0.42,5.30,9.59,0.35,4.44,128.855,4.0,8.1,-4.2,0.5,1.1,22.4,0.6,0.0,8.6,3,2
Basic Material,Dundee Precious Metals,DPM,BM 11,2014,2.18,1.46,0.57,1.54,2.18,-0.0837,-0.1819,0.3305,-0.064,-0.49,0.2818,0.7182,0.3924,6.84,3.78,2.18,0.36,5.69,15.52,0.33,4.31,146.906,4.4,-14.5,-5.2,0.6,1.4,-5.4,0.5,0.0,7.2,3,2
Basic Material,Dundee Precious Metals,DPM,BM 11,2015,1.47,0.89,0.37,1.21,1.47,-0.0736,-0.2087,0.2485,-0.053,0.028,0.2958,0.7042,0.42,-1.97,3.42,3.52,0.33,5.43,14.82,0.25,6.63,105.725,2.4,6.4,8.3,0.3,1.0,5.2,0.2,0.0,6.8,4,2
Basic Material,Dundee Precious Metals,DPM,BM 11,2016,1.56,1.08,0.2,1.42,1.56,-0.2745,-0.5422,0.3808,-0.2074,-1.34,0.2479,0.7521,0.3296,13.70,0.71,2.66,0.46,9.11,9.32,0.38,8.52,91.833,3.4,"1,806.9",6.8,0.4,1.1,-6.2,0.4,0.0,6.9,6,2
Basic Material,Dundee Precious Metals,DPM,BM 11,2017,1.23,0.88,0.36,1.37,1.23,0.0003,0.0006,0.4126,-0.0004,0.0015,0.2506,0.7494,0.3343,-1.89,4.36,2.65,0.52,9.51,16.58,0.41,19.10,100.554,3.9,16.2,9.3,0.7,1.1,-4.0,0.7,0.0,6.9,6,2
Basic Material,Dundee Precious Metals,DPM,BM 11,2018,0.9,0.54,0.18,1.05,0.9,0.0597,0.1011,0.4387,0.0432,0.29,0.2576,0.7424,0.3469,-10.57,14.21,1.93,0.44,8.00,19.03,0.44,-40.93,156.986,3.9,8.1,123.4,0.7,1.2,12.4,0.7,0.0,7.1,7,2
Basic Material,Dundee Precious Metals,DPM,BM 11,2019,0.96,0.61,0.21,0.91,0.96,-0.1196,-0.1753,0.5153,-0.0918,-0.47,0.2444,0.7556,0.3235,6.03,3.31,1.37,0.52,7.74,13.44,0.52,-88.74,181.761,7.1,20.4,14.4,1.1,2.1,37.6,1.2,0.0,7.2,6,2
Basic Material,Dundee Precious Metals,DPM,BM 11,2020,3.75,3.24,1.76,2.32,3.75,0.2434,0.3215,0.6253,0.1999,1.41,0.1739,0.8261,0.2106,-48.05,10.57,0.53,1.16,7.69,8.23,0.63,2.61,404.665,3.8,5.8,8.8,1.6,2.0,20.8,1.8,0.1527,12.2,8,2
Basic Material,Dundee Precious Metals,DPM,BM 11,2021,5.99,5.41,3.9,2.95,5.99,0.2092,0.3275,0.549,0.1796,1.3,0.1404,0.8596,0.1633,-91.43,36.21,0.49,1.54,7.20,5.60,0.55,1.50,420.21,2.7,3.8,5.5,1.0,1.4,6.3,1.2,0.1517,14.7,5,2
Basic Material,Dundee Precious Metals,DPM,BM 11,2022,6.31,5.83,4.47,2.4,6.31,0.0362,0.063,0.4924,0.031,0.26,0.1419,0.8581,0.1653,18.02,151.49,0.67,1.41,7.80,5.79,0.49,1.11,333.976,3.9,6.4,6.9,1.0,1.7,39.6,1.4,0.2166,14.6,6,2
Basic Material,Eldorado Gold,ELD,BM 12,2013,4.22,3.15,2.59,1.56,4.22,-0.1189,-0.5813,0.1553,-0.0898,-4.85,0.2405,0.7595,0.3167,13.82,8.02,3.37,0.2,1.97,52.26,0.16,1.53,549.403,6.8,9.0,"-19,648.7",0.6,3.4,27.2,0.7,0.0,7.6,4,2
Basic Material,Eldorado Gold,ELD,BM 12,2014,4.21,3.1,2.48,1.41,4.21,0.0184,0.0961,0.1444,0.0144,0.83,0.2456,0.7544,0.3255,-10.89,5.09,4.11,0.16,2.34,54.01,0.14,1.65,511.09,11.0,18.1,-44.5,0.8,4.5,-7.3,0.8,0.1,7.3,5,2
Basic Material,Eldorado Gold,ELD,BM 12,2015,2.42,1.67,1.22,0.94,2.42,-0.3929,-3.2164,0.0877,-0.301,-14.7,0.2824,0.7176,0.3936,191.67,6.07,12.30,0.14,1.56,29.69,0.09,1.43,174.113,12.5,28.5,-27.3,0.4,4.1,-6.7,0.4,0.1,3.9,2,2
Basic Material,Eldorado Gold,ELD,BM 12,2016,12.04,10.71,9.74,1.25,12.04,-0.0964,-0.7953,0.0902,-0.0723,-0.045,0.2556,0.7444,0.3434,-5.99,1.43,8.22,0.09,1.74,39.15,0.09,0.43,200.259,20.3,-2.2,-5.4,0.6,6.2,-2.0,0.7,0.0,6.5,7,2
Basic Material,Eldorado Gold,ELD,BM 12,2017,6.47,4.99,4.21,0.25,6.47,-0.0027,-0.0254,0.0769,-0.0042,-0.06,0.2685,0.7315,0.3671,-0.78,0.39,12.47,0.02,1.17,50.53,0.08,0.63,137.787,8.9,19.0,3.6,0.3,3.1,-120.7,0.3,0.0,5.7,4,2
Basic Material,Eldorado Gold,ELD,BM 12,2018,3.63,2.66,2.02,0.48,3.63,-0.1081,-0.7884,0.0992,-0.082,-3.12,0.2769,0.7231,0.383,-114.66,23.46,15.66,0.05,2.07,20.80,0.1,1.23,111.75,8.8,-34.6,-4.8,0.2,1.6,-2.8,0.1,0.0,4.3,3,2
Basic Material,Eldorado Gold,ELD,BM 12,2019,1.97,1.23,0.8,0.75,1.97,0.0232,0.1304,0.1329,0.0158,0.66,0.2528,0.7472,0.3383,-3.57,0.25,5.73,0.14,2.16,17.60,0.13,2.89,266.24,12.4,-5.2,-187.2,0.4,3.3,-5.6,0.4,0.0,5.2,7,2
Basic Material,Eldorado Gold,ELD,BM 12,2020,2.88,2.25,1.72,1.79,2.88,0.0338,0.1216,0.2082,0.0239,0.98,0.2522,0.7478,0.3373,-5.87,2.46,2.43,0.38,2.78,28.80,0.21,2.09,650.695,5.4,9.8,10.2,0.6,2.6,12.0,0.6,0.0,6.0,8,2
Basic Material,Eldorado Gold,ELD,BM 12,2021,3.52,2.66,2.33,1.75,3.52,-0.0374,-0.1446,0.1908,-0.0275,0.13,0.2618,0.7382,0.3546,-4.57,0.61,3.16,0.28,2.61,40.87,0.19,1.80,516.228,4.1,7.9,109.3,0.4,1.9,20.4,0.5,0.0,5.7,4,2
Basic Material,Eldorado Gold,ELD,BM 12,2022,3.0,2.06,1.33,1.0,3.0,-0.1105,-0.4058,0.1956,-0.0958,0.17,0.282,0.718,0.3927,-1.42,5.98,4.17,0.17,2.48,25.84,0.2,2.07,408.359,7.2,34.7,-30.2,0.6,2.5,86.0,0.6,0.0,4.7,4,2
Basic Material,Endeavour Mining,EDV,BM 13,2013,1.78,1.24,0.63,0.38,1.78,-0.4309,-0.7499,0.348,-0.2918,-8.56,0.3944,0.6056,0.6513,35.25,2.86,6.69,0.09,5.43,11.47,0.35,4.91,79.763,3.8,-0.9,14.9,0.3,0.8,-0.7,0.2,0.0,2.5,3,1
Basic Material,Endeavour Mining,EDV,BM 13,2014,1.29,0.7,0.42,0.87,1.29,-0.6172,-0.4689,0.6054,-0.3405,-7.67,0.54,0.46,1.174,13.46,4.40,3.60,0.24,4.82,27.11,0.61,13.64,167.582,3.9,5.4,-7.8,0.4,0.8,-2.2,0.2,0.0,1.2,4,0
Basic Material,Endeavour Mining,EDV,BM 13,2015,1.54,0.92,0.72,0.96,1.54,0.0305,0.0349,0.4957,0.0334,0.46,0.4327,0.5673,0.7627,-2.87,1.78,2.99,0.32,3.69,47.39,0.5,6.36,211.571,3.6,-3.2,3.5,0.7,1.0,-1.3,0.6,0.0,3.9,8,2
Basic Material,Endeavour Mining,EDV,BM 13,2016,1.89,1.16,0.83,1.03,1.89,-0.0695,-0.1178,0.4174,-0.0386,0.39,0.2921,0.7079,0.4127,-5.56,1.15,1.85,0.39,2.81,46.15,0.42,4.23,288.187,7.3,14.6,78.0,1.2,2.7,-67.0,1.4,0.0,5.6,5,2
Basic Material,Endeavour Mining,EDV,BM 13,2017,1.52,0.94,0.52,0.96,1.52,-0.1909,-0.4059,0.2791,-0.1052,0.34,0.4066,0.5934,0.6852,-5.95,0.83,3.98,0.33,1.84,29.30,0.28,3.90,216.552,13.2,38.9,-8.2,1.7,5.2,192.7,2.1,0.0,4.0,3,2
Basic Material,Endeavour Mining,EDV,BM 13,2018,1.32,0.81,0.5,1.01,1.32,-0.1534,-0.1926,0.3912,-0.0665,-0.0008,0.5087,0.4913,1.0353,-5.38,0.79,3.68,0.26,3.39,28.48,0.39,9.60,362.9,9.4,16.1,-7.7,1.5,3.2,24.9,1.8,0.0,3.3,4,2
Basic Material,Endeavour Mining,EDV,BM 13,2019,1.47,0.84,0.71,1.13,1.47,-0.2005,-0.2356,0.371,-0.0754,-2.16,0.564,0.436,1.2937,2.99,5.39,4.18,0.29,2.29,323.39,0.37,5.48,328.386,9.0,23.1,43.9,1.7,3.3,-26.7,2.5,0.0,2.5,5,1
Basic Material,Endeavour Mining,EDV,BM 13,2020,2.1,1.74,1.23,1.43,2.1,0.0325,0.0513,0.3681,0.0291,0.88,0.4188,0.5812,0.7204,-5.88,2.70,2.31,0.46,3.53,309.59,0.37,2.47,891.839,10.1,43.5,15.9,1.4,4.7,-34.8,1.9,0.0,5.5,7,2
Basic Material,Endeavour Mining,EDV,BM 13,2021,2.41,1.86,1.6,2.04,2.41,0.0491,0.0816,0.3902,0.0407,1.29,0.3523,0.6477,0.5439,-8.38,0.94,1.83,0.48,3.68,677.42,0.39,3.31,"1,645.406",4.7,8.1,10.4,1.1,2.4,13.7,1.3,0.7081,8.1,8,2
Basic Material,Endeavour Mining,EDV,BM 13,2022,1.38,1.08,0.91,0.98,1.38,-0.014,-0.0228,0.391,-0.0034,-0.36,0.3628,0.6372,0.5694,-3.47,8.09,1.92,0.44,3.53,570.06,0.39,6.26,"1,637.467",5.8,30.1,9.9,1.4,2.8,-100.5,1.8,1.0832,7.3,4,2
Basic Material,Equinox Gold,EQX,BM 14,2013,51.2,41.78,50.99,-9.67,51.2,-0.6198,0.0,0.0,-0.6092,-2.95,0.017,0.983,0.0173,"-1,015.33",0.41,-0.11,-9.67,0.00,0.00,0.0,0.00,-1.561,-19.4,-19.4,-34.8,2.0,0,-5.5,3.1,0.0,65.2,3,2
Basic Material,Equinox Gold,EQX,BM 14,2014,32.79,24.44,32.41,-16.45,32.79,-0.5565,0.0,0.0,-0.5435,-2.02,0.0235,0.9765,0.024,-285.25,0.79,-0.05,-16.45,0.00,0.00,0.0,0.00,-4.189,-7.3,-7.3,-11.6,3.3,0,-9.7,4.1,0.0,42.0,3,2
Basic Material,Equinox Gold,EQX,BM 14,2015,7.42,1.35,5.12,-24.7,7.42,-3.1714,0.0,0.0,-2.8484,-3.32,0.1019,0.8981,0.1134,"1,036.86",1.63,-0.04,-24.7,0.00,0.00,0.0,0.00,-7.25,-1.2,-1.2,-2.1,4.5,0,-1.3,4.9,0.0,-35.8,1,0
Basic Material,Equinox Gold,EQX,BM 14,2016,31.88,31.06,28.15,-4.85,31.88,-0.0357,-2.7103,0.0099,-0.0301,-0.6,0.2506,0.7494,0.3344,5.63,2.05,-6.93,-0.31,1.77,0.12,0.01,0.02,-4.366,-53.4,-53.3,-2.6,2.7,0,-31.9,2.7,0.0,9.3,3,2
Basic Material,Equinox Gold,EQX,BM 14,2017,2.66,2.56,2.06,-0.91,2.66,-0.0474,0.0,0.0,-0.0357,-0.52,0.2481,0.7519,0.3299,4.40,1.20,-4.41,-0.23,2.77,0.00,0.0,0.00,-34.397,-18.0,-17.7,27.5,1.4,371.0,32.3,1.8,0.0,6.5,2,2
Basic Material,Equinox Gold,EQX,BM 14,2018,1.16,0.77,0.55,-0.21,1.16,-0.1601,-2.173,0.0407,-0.0902,-0.56,0.4483,0.5517,0.8125,18.73,8.53,-19.14,-0.07,0.44,4.12,0.04,1.73,-23.714,-15.6,-15.2,-5.7,1.0,0,-10.4,1.1,0.0,3.9,1,2
Basic Material,Equinox Gold,EQX,BM 14,2019,1.13,0.78,0.51,0.45,1.13,-0.0456,-0.0652,0.3356,-0.0242,-0.21,0.5198,0.4802,1.0825,-0.15,0.39,4.65,0.14,3.44,36.58,0.34,16.84,121.832,22.8,76.4,-8.2,1.6,5.6,-25.2,2.1,0.0,4.3,5,2
Basic Material,Equinox Gold,EQX,BM 14,2020,2.9,1.97,1.55,1.15,2.9,0.0154,0.0264,0.3162,0.0083,0.13,0.4582,0.5418,0.8456,-2.14,0.43,3.60,0.21,2.26,49.23,0.32,2.00,433.408,9.1,14.9,78.0,1.4,3.9,-32.4,1.8,0.0,5.9,7,2
Basic Material,Equinox Gold,EQX,BM 14,2021,2.89,2.39,0.76,0.8,2.89,0.2146,0.5127,0.2728,0.1399,2.46,0.3483,0.6517,0.5346,-14.81,3.41,3.79,0.23,3.31,76.18,0.27,1.42,461.57,7.2,19.7,-38.7,0.7,2.2,3.8,0.9,0.0,7.1,5,2
Basic Material,Equinox Gold,EQX,BM 14,2022,2.41,1.44,0.74,0.21,2.41,-0.0451,-0.1113,0.2469,-0.0275,-0.47,0.3898,0.6102,0.6389,1.83,0.79,6.99,0.04,2.60,116.41,0.25,2.48,291.011,9.5,197.0,-8.6,0.7,2.2,-14.8,0.7,0.0,5.8,1,2
Basic Material,Ero Copper,ERO,BM 15,2016,0.3,0.27,0.1,-0.07,0.3,-0.1874,0.0,0.0,-0.0162,-0.87,0.9236,0.0764,12.0895,2.49,0.77,-41.66,-0.04,0.00,0.00,0.0,0.00,-9.497,0,0,0,0,0,0,0,0.0,0.5,1,0
Basic Material,Ero Copper,ERO,BM 15,2017,1.77,1.62,0.92,0.63,1.77,0.1732,0.1516,0.3887,0.0458,0.5,0.6598,0.3402,1.9392,-1.15,1.18,7.78,0.14,15.36,66.87,0.39,3.48,40.645,0,-50.9,-21.8,2.7,7.7,152.4,8.6,0.0,4.5,7,2
Basic Material,Ero Copper,ERO,BM 15,2018,0.85,0.6,0.31,1.38,0.85,-0.0304,-0.0135,0.6467,-0.0083,-0.051,0.712,0.288,2.4717,-1.19,0.59,2.80,0.32,10.30,32.29,0.65,-25.03,124.938,10.3,35.8,-16.3,3.1,3.3,596.5,6.7,0.0,4.5,5,2
Basic Material,Ero Copper,ERO,BM 15,2019,0.94,0.7,0.27,1.59,0.94,0.4616,0.3226,0.6156,0.1998,1.4,0.5698,0.4302,1.3243,-6.89,2.20,1.90,0.48,8.66,37.09,0.62,-57.94,180.273,11.4,16.4,65.8,5.5,5.8,26.9,10.7,0.0,6.1,7,2
Basic Material,Ero Copper,ERO,BM 15,2020,1.39,1.11,0.68,1.78,1.39,0.2411,0.1593,0.6519,0.1056,0.76,0.5694,0.4306,1.3221,-6.33,2.22,1.45,0.58,5.33,15.92,0.65,9.05,248.777,9.6,12.7,24.6,5.1,4.9,44.9,11.2,0.0,7.7,7,2
Basic Material,Ero Copper,ERO,BM 15,2021,1.7,1.49,1.06,2.97,1.7,0.5084,0.4104,0.7103,0.2938,2.87,0.4266,0.5734,0.7441,-112.25,3.03,0.92,1.24,6.57,15.96,0.71,5.69,402.714,4.4,5.1,15.5,3.2,2.9,6.6,3.9,0.0,9.8,9,2
Basic Material,Ero Copper,ERO,BM 15,2022,3.04,2.8,1.38,1.11,3.04,0.1878,0.2388,0.3589,0.0868,1.52,0.5437,0.4563,1.1914,-13.72,1.96,3.44,0.22,7.73,41.44,0.36,1.62,254.326,10.4,15.2,-14.8,2.0,4.6,18.0,3.4,0.0,7.6,3,2
Basic Material,Filo Mining,FIL,BM 16,2015,1.66,1.66,1.12,-52.77,1.66,-1.9337,0.0,0.0,-1.8595,-0.23,0.0382,0.9616,0.0398,0.00,0.00,-0.02,-52.77,0.00,0.00,0.0,0.00,-10.981,0,0,0,0,0,0,0,0.0,0.9,1,0
Basic Material,Filo Mining,FIL,BM 16,2016,8.33,8.33,8.09,-2.29,8.33,-0.365,0.0,0.0,-0.3314,-0.16,0.092,0.908,0.1014,0.00,0.00,-0.28,-2.29,0.00,0.00,0.0,0.00,-8.653,-27.8,-27.7,-27.3,12.3,0,-23.5,12.6,0.0,11.4,4,2
Basic Material,Filo Mining,FIL,BM 16,2017,1.65,1.65,1.07,-7.64,1.65,-2.3542,0.0,0.0,-1.8341,-0.3,0.2209,0.7791,0.2836,0.00,0.00,-0.12,-7.64,0.00,0.00,0.0,0.00,-18.702,-7.4,-7.4,-8.4,12.1,0,-7.7,12.6,0.0,-21.8,1,0
Basic Material,Filo Mining,FIL,BM 16,2018,0.89,0.89,0.44,-4.78,0.89,-4.4332,0.0,0.0,-2.4201,-0.41,0.4541,0.5459,0.8318,"1,312.23","1,178.45",0.00,-4.78,0.00,0.00,0.0,0.00,0,0,-5.7,-6.1,13.2,0,-5.9,13.5,0.0,-34.9,0,0
Basic Material,Filo Mining,FIL,BM 16,2019,4.52,4.52,3.81,-6.62,4.52,-1.4197,0.0,0.0,-1.203,-0.37,0.1527,0.8473,0.1802,"1,784.63",1.29,0.00,-6.6,0.00,0.00,0.0,0.00,0,0,-6.0,-7.4,5.9,0,-6.6,6.6,0.0,-10.6,4,0
Basic Material,Filo Mining,FIL,BM 16,2020,9.03,9.03,8.84,-4.16,9.03,-0.4335,0.0,0.0,-0.3961,-0.19,0.0863,0.9137,0.0944,608.00,11.85,0.00,-4.16,0.00,0.00,0.0,0.00,0,0,-6.7,-7.8,3.7,0,-9.0,4.6,0.0,6.7,4,2
Basic Material,Filo Mining,FIL,BM 16,2021,2.85,2.85,2.75,-3.45,2.85,-1.3739,0.0,0.0,-1.0574,-0.29,0.2304,0.7696,0.2993,0.00,"2,032.67",0.00,-3.45,0.00,0.00,0.0,0.00,0,0,-37.6,-49.3,50.8,0,-53.0,51.6,0.0,-17.8,1,0
Basic Material,Filo Mining,FIL,BM 16,2022,4.9,4.9,4.85,-2.93,4.9,-0.978,0.0,0.0,-0.8022,-0.57,0.1797,0.8203,0.2191,-38.36,24.53,-0.16,-2.93,0.00,0.00,0.0,0.00,-95.908,-30.6,-30.6,-38.8,41.6,0,-43.6,42.6,0.0,-3.7,3,0
